Entry	Entry name	Status	Protein names	Gene names
Q9SVF0	Q9SVF0_ARATH	unreviewed	Uncharacterized protein AT4g38350 (Uncharacterized protein F22I13.120)	F22I13.120 At4g38350
Q9SHN9	Q9SHN9_ARATH	unreviewed	F7F22.1	
Q9C8F0	Q9C8F0_ARATH	unreviewed	Uncharacterized protein T8D8.3 (Fragment)	T8D8.3
Q9FXJ4	Q9FXJ4_ARATH	unreviewed	F1K23.9 (Glycosyltransferase) (Nucleotide-diphospho-sugar transferase family protein)	At1g28710 AT1G28710 F1K23.9 F1K23_9
F4IWA8	TBL41_ARATH	reviewed	Protein trichome birefringence-like 41	TBL41 At3g14850 T21E2.11
Q9CAU4	SCP4_ARATH	reviewed	Serine carboxypeptidase-like 4 (EC 3.4.16.-)	SCPL4 At1g73310 T18K17.2
Q9FX26	Q9FX26_ARATH	unreviewed	Serine carboxypeptidase, putative	T9L24.47
Q9FN55	Q9FN55_ARATH	unreviewed	At5g41460 (Glycosyltransferase) (Transferring glycosyl group transferase (DUF604))	MYC6.16 MYC6_16 At5g41460 AT5G41460
Q4PSE6	LRX7_ARATH	reviewed	Leucine-rich repeat extensin-like protein 7 (AtLRX7) (LRR/EXTENSIN7) (Cell wall hydroxyproline-rich glycoprotein)	LRX7 At5g25550 T14C9.90
Q9FL43	Q9FL43_ARATH	unreviewed	At5g07030 (Nucleoid DNA-binding-like protein)	
Q9S972	SD16_ARATH	reviewed	Receptor-like serine/threonine-protein kinase SD1-6 (EC 2.7.11.1) (Arabidopsis thaliana receptor kinase 2) (S-domain-1 (SD1) receptor kinase 6) (SD1-6)	SD16 ARK2 At1g65800 F1E22.21
Q39086	SD17_ARATH	reviewed	Receptor-like serine/threonine-protein kinase SD1-7 (EC 2.7.11.1) (Arabidopsis thaliana receptor kinase 1) (S-domain-1 (SD1) receptor kinase 7) (SD1-7)	SD17 ARK1 At1g65790 F1E22.15
A0ME74	A0ME74_ARATH	unreviewed	AAI domain-containing protein (Fragment)	
Q9LE56	Q9LE56_ARATH	unreviewed	At1g18280 (Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein) (F15H18.20) (Lipid transfer protein, putative) (Protease inhibitor/seed storage/lipid transfer protein family protein) (T10O22.25)	LTPG3 At1g18280 T10O22.25 T10O22_25
Q9LXG3	PER56_ARATH	reviewed	Peroxidase 56 (Atperox P56) (EC 1.11.1.7) (ATP33)	PER56 P56 At5g15180 F8M21_70
Q0WR91	Q0WR91_ARATH	unreviewed	Peroxidase (EC 1.11.1.7)	At5g15180
Q9LZA4	PMT7_ARATH	reviewed	Probable methyltransferase PMT7 (EC 2.1.1.-)	At5g04060 F21E1.1 F8F6.270
O04153	CALR3_ARATH	reviewed	Calreticulin-3 (Protein PRIORITY IN SWEET LIFE 1)	CRT3 At1g08450 T27G7.13
Q8GUI1	Q8GUI1_ARATH	unreviewed	Calreticulin, putative	At1g08450
Q0WLL6	Q0WLL6_ARATH	unreviewed	Calreticulin like protein	At1g08450
Q570J4	Q570J4_ARATH	unreviewed	Calreticulin like protein (Fragment)	At1g08450
Q9SVG5	BBE18_ARATH	reviewed	Berberine bridge enzyme-like 18 (AtBBE-like 18) (EC 1.1.1.-)	At4g20820 F21C20.170
Q8RXE1	GAUT5_ARATH	reviewed	Probable galacturonosyltransferase 5 (EC 2.4.1.-) (Like glycosyl transferase 5)	GAUT5 LGT5 At2g30575 T6B20
Q8S8Q6	TET8_ARATH	reviewed	Tetraspanin-8	TET8 At2g23810 F27L4.1
Q9LE45	Q9LE45_ARATH	unreviewed	AT4g08810/T32A17_120 (Calcium binding protein involved in cryptochrome and phytochrome coaction) (Calcium ion binding protein)	AT4G08810.1 SUB1 At4g08810 T32A17.120 T32A17_120
F4JGB6	RLP46_ARATH	reviewed	Receptor-like protein 46 (AtRLP46)	RLP46 At4g04220 T27D20.9
Q8LE49	Q8LE49_ARATH	unreviewed	Uncharacterized protein	
Q8GXA1	PME23_ARATH	reviewed	Probable pectinesterase/pectinesterase inhibitor 23 [Includes: Pectinesterase inhibitor 23 (Pectin methylesterase inhibitor 23); Pectinesterase 23 (PE 23) (EC 3.1.1.11) (Pectin methylesterase 23) (AtPME23)]	PME23 ARATH23 At3g06830 F3E22.3
Q9M0H5	Q9M0H5_ARATH	unreviewed	Uncharacterized protein AT4g28560 (Fragment)	At4g28560
Q8W4H8	GDL19_ARATH	reviewed	Inactive GDSL esterase/lipase-like protein 23 (GDSL-like lipase 23) (Probable myrosinase-associated protein GLL23)	GLL23 At1g54010 F15I1.9
Q0WMB6	Q0WMB6_ARATH	unreviewed	Uncharacterized protein At5g01950	At5g01950
Q9LZV1	Q9LZV1_ARATH	unreviewed	Uncharacterized protein T20L15_220	T20L15_220
Q9ZUG3	SCP38_ARATH	reviewed	Serine carboxypeptidase-like 38 (EC 3.4.16.-)	SCPL38 At2g05850 T6P5.5
Q9STX5	ENPL_ARATH	reviewed	Endoplasmin homolog (Glucose-regulated protein 94 homolog) (GRP-94 homolog) (Heat shock protein 90-7) (AtHSP90.7) (AtHsp90-7) (Protein SHEPHERD)	HSP90-7 SHD At4g24190 T19F6.1 T22A6.20
Q8RVG8	Q8RVG8_ARATH	unreviewed	SHEPHERD	SHD
Q9SCV0	BGA12_ARATH	reviewed	Beta-galactosidase 12 (Lactase 12) (EC 3.2.1.23)	BGAL12 At4g26140 F20B18.250
O80612	APY6_ARATH	reviewed	Probable apyrase 6 (AtAPY6) (EC 3.6.1.5) (ATP-diphosphatase) (ATP-diphosphohydrolase) (Adenosine diphosphatase) (ADPase) (NTPDase) (Nucleoside triphosphate diphosphohydrolase 6)	APY6 At2g02970 T17M13.14
Q0WKZ3	PP105_ARATH	reviewed	Pentatricopeptide repeat-containing protein At1g64580	At1g64580 F1N19.15
P0C7R3	PP106_ARATH	reviewed	Pentatricopeptide repeat-containing protein At1g64583, mitochondrial	At1g64583 F1N19.15
Q9SA85	BBE8_ARATH	reviewed	Berberine bridge enzyme-like 8 (AtBBE-like 8) (EC 1.1.1.-)	At1g30700 T5I8.15
Q0WU28	Q0WU28_ARATH	unreviewed	Uncharacterized protein At2g03510 (Fragment)	At2g03510
Q84TE3	Q84TE3_ARATH	unreviewed	At2g03510	
Q9ZQ87	Q9ZQ87_ARATH	unreviewed	Expressed protein (SPFH/Band 7/PHB domain-containing membrane-associated protein family)	At2g03510 T4M8.5 T4M8_5
A0MEX7	CRR30_ARATH	reviewed	Cysteine-rich repeat secretory protein 30	CRRSP30 At3g22000 MZN24.18
Q9SVH9	CRR40_ARATH	reviewed	Putative cysteine-rich repeat secretory protein 40	CRRSP40 At4g20680 F21C20.30
Q9LMQ2	Q9LMQ2_ARATH	unreviewed	Chlorophyll a-b binding protein, chloroplastic	CHLOROPHYLL PROTEIN 24 CP24 LHCB6 At1g15820 At1g15820/F7H2.16 F7H2.16 F7H2_16
Q9XF90	Q9XF90_ARATH	unreviewed	Chlorophyll a-b binding protein, chloroplastic	Lhcb6
A8MQN4	A8MQN4_ARATH	unreviewed	Calcineurin-like metallo-phosphoesterase superfamily protein	At1g53710 F22G10.25 F22G10_25
B3H7B7	B3H7B7_ARATH	unreviewed	Calcineurin-like metallo-phosphoesterase superfamily protein	At1g53710 F22G10.25 F22G10_25
Q9C8M6	Q9C8M6_ARATH	unreviewed	Cell division control protein, putative; 15914-18846	F22G10.25
Q9FUJ2	CKX4_ARATH	reviewed	Cytokinin dehydrogenase 4 (EC 1.5.99.12) (Cytokinin oxidase 4) (AtCKX4) (CKO 4)	CKX4 At4g29740 T16L4.250
Q8L7D2	SBT4C_ARATH	reviewed	Subtilisin-like protease SBT4.12 (EC 3.4.21.-) (Subtilase subfamily 4 member 12) (AtSBT4.12)	SBT4.12 At5g59090 K18B18.9
Q9FIG2	SBT4D_ARATH	reviewed	Subtilisin-like protease SBT4.13 (EC 3.4.21.-) (Subtilase subfamily 4 member 13) (AtSBT4.13)	SBT4.13 At5g59120 MNC17.3
F4KGD4	SBT47_ARATH	reviewed	Subtilisin-like protease SBT4.7 (EC 3.4.21.-) (Subtilase subfamily 4 member 7) (AtSBT4.7)	SBT4.7 At5g58820 K19M22.2
Q8L5T9	CYT2_ARATH	reviewed	Cysteine proteinase inhibitor 2 (AtCYS-2)	CYS2 At2g31980 F22D22.27
O81415	PME39_ARATH	reviewed	Probable pectinesterase/pectinesterase inhibitor 39 [Includes: Pectinesterase inhibitor 39 (Pectin methylesterase inhibitor 39); Pectinesterase 39 (PE 39) (EC 3.1.1.11) (Pectin methylesterase 39) (AtPME39)]	PME39 ARATH39 At4g02300 T2H3.6
Q39040	Q39040_ARATH	unreviewed	Lamin	
Q9STZ8	Q9STZ8_ARATH	unreviewed	At4g12880 (Blue copper-binding protein, 15K (Lamin)) (Early nodulin-like protein 19)	AtENODL19 early nodulin-like protein 19 ENODL19 At4g12880 T20K18.230 T20K18_230
Q8S8N6	PLA2A_ARATH	reviewed	Phospholipase A2-alpha (EC 3.1.1.4) (Secretory phospholipase A2-alpha) (AtsPLA2-alpha)	PLA2-ALPHA At2g06925 T4E14.19
Q9M2Y3	RLP44_ARATH	reviewed	Receptor-like protein 44 (AtRLP44)	RLP44 At3g49750 T16K5.100
Q9FH86	RLP57_ARATH	reviewed	Receptor-like protein 57 (AtRLP57)	RLP57 At5g65830 K22J17.4
O49534	O49534_ARATH	unreviewed	LRR-like protein	F6H11.60
Q9FHP4	Q9FHP4_ARATH	unreviewed	Uncharacterized protein	
Q8GX94	Q8GX94_ARATH	unreviewed	Leucine-rich repeat protein kinase family protein (Leucine-rich repeat receptor-like protein kinase) (Putative receptor like protein kinase)	LRR-RLK MQB2.1 MQB2_1 At5g62710 At5g62710/MQB2_10
Q9FM23	Q9FM23_ARATH	unreviewed	Receptor-like protein kinase	
Q8RXE2	Q8RXE2_ARATH	unreviewed	Lysine ketoglutarate reductase trans-splicing protein (Lysine ketoglutarate reductase trans-splicing protein (DUF707))	AT3G27470.1 At3g27470 At3g27473
Q9LSE7	B561C_ARATH	reviewed	Cytochrome b561 and DOMON domain-containing protein At3g25290 (Protein b561A.tha3)	At3g25290 MJL12_25
Q1PEC0	PME42_ARATH	reviewed	Probable pectinesterase/pectinesterase inhibitor 42 [Includes: Pectinesterase inhibitor 42 (Pectin methylesterase inhibitor 42); Pectinesterase 42 (PE 42) (EC 3.1.1.11) (Pectin methylesterase 42) (AtPME42)]	PME42 ARATH42 At4g03930 T24M8.6
Q9SFX3	OST1A_ARATH	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1A (Ribophorin IA) (RPN-IA) (Ribophorin-1A)	OST1A RPN1A At1g76400 F15M4.10
P15456	CRU2_ARATH	reviewed	12S seed storage protein CRB (Cruciferin 2) (AtCRU2) (Cruciferin B) (Legumin-type globulin storage protein CRU2) [Cleaved into: 12S seed storage protein CRB alpha chain (12S seed storage protein CRB acidic chain); 12S seed storage protein CRB beta chain (12S seed storage protein CRB basic chain)]	CRB CRU2 CRU3 At1g03880 F21M11.19
Q9FFU6	B561A_ARATH	reviewed	Cytochrome b561, DM13 and DOMON domain-containing protein At5g54830 (Protein b561A.tha1)	At5g54830 MBG8_9
Q9LIF9	BGL19_ARATH	reviewed	Beta-glucosidase 19 (AtBGLU19) (EC 3.2.1.21)	BGLU19 At3g21370 MHC9.5
Q42252	Q42252_ARATH	unreviewed	Beta-glucosidase homologue (Fragment)	
Q84WV2	BGL20_ARATH	reviewed	Beta-glucosidase 20 (AtBGLU20) (EC 3.2.1.21)	BGLU20 At1g75940 T4O12.15
Q8VX13	PDI13_ARATH	reviewed	Protein disulfide isomerase-like 1-3 (AtPDIL1-3) (EC 5.3.4.1) (Protein disulfide isomerase 1) (AtPDI1) (Protein disulfide isomerase-like 2-1) (AtPDIL2-1)	PDIL1-3 PDI1 PDI72 PDIL2-1 At3g54960 F28P10.60 T15C9.4
O23682	O23682_ARATH	unreviewed	Cathepsin B-like cysteine proteinase (Fragment)	T7I23.13
Q41976	Q41976_ARATH	unreviewed	Cathepsin B-like cysteine proteinase (EC 3.4.22.-) (Fragment)	
Q93VC9	CATB2_ARATH	reviewed	Cathepsin B-like protease 2 (EC 3.4.22.-) (Cathepsin B2) (AtCathB2)	CATHB2 At1g02305
F4HVZ1	CATB1_ARATH	reviewed	Cathepsin B-like protease 1 (EC 3.4.22.-) (Cathepsin B1) (AtCathB1)	CATHB1 At1g02300 T7I23.12
Q56XY7	Q56XY7_ARATH	unreviewed	Cathepsin B-like cysteine proteinase like protein	At1g02300
Q8VXX5	SKS1_ARATH	reviewed	Monocopper oxidase-like protein SKS1	SKS1 At4g25240 F24A6.80
Q9FHN6	SKS2_ARATH	reviewed	Monocopper oxidase-like protein SKS2	SKS2 At5g51480 K17N15.3
Q9LT77	RDL2_ARATH	reviewed	Probable cysteine protease RDL2 (EC 3.4.22.-) (Probable cysteine proteinase At3g19400) (RD21A-like protease 2)	RDL2 At3g19400 MLD14.13
Q9SKP6	TPIC_ARATH	reviewed	Triosephosphate isomerase, chloroplastic (TIM) (Triose-phosphate isomerase) (EC 5.3.1.1)	TIM At2g21170 F26H11.7
A8MRE8	A8MRE8_ARATH	unreviewed	Triosephosphate isomerase	TIM PDTPI TRIOSEPHOSPHATE ISOMERASE triosephosphate isomerase At2g21170 F26H11.7 F26H11_7
Q9FLA5	ARAD2_ARATH	reviewed	Probable arabinosyltransferase ARAD2 (EC 2.4.2.-) (Arabinan alpha-1,5-arabinosyltransferase) (L-Arabinosyltransferase) (Protein ARABINAN DEFICIENT 2)	ARAD2 At5g44930 K21C13.11
Q9LHD2	GATLA_ARATH	reviewed	Probable galacturonosyltransferase-like 10 (EC 2.4.1.-) (Galactinol synthase 8) (AtGolS8) (GolS-8)	GATL10 GOLS8 At3g28340 MZF16.17
Q9FWY9	GATL5_ARATH	reviewed	Probable galacturonosyltransferase-like 5 (EC 2.4.1.-)	GATL5 At1g02720 T14P4.1 T14P4.8
Q8VYF4	GATL7_ARATH	reviewed	Probable galacturonosyltransferase-like 7 (EC 2.4.1.-)	GATL7 At3g62660 F26K9.90
Q9LMU7	Q9LMU7_ARATH	unreviewed	At1g17800 (Early nodulin-like protein 22) (F2H15.3 protein)	AtENODL22 early nodulin-like protein 22 ENODL22 At1g17800 F2H15.3 F2H15_3
P94072	GL33_ARATH	reviewed	Germin-like protein subfamily 3 member 3 (AtGER3) (AtGLP2)	GER3 GLP2A GLP2B GLP3 GLP3A GLP3B At5g20630 T1M15.30
Q93VC7	RPS1_ARATH	reviewed	30S ribosomal protein S1, chloroplastic (Plastid ribosomal protein S1) (PRPS1)	RPS1 At5g30510
C0Z2U7	C0Z2U7_ARATH	unreviewed	AT5G30510 protein	At5g30510
Q9XEC7	CRK37_ARATH	reviewed	Cysteine-rich receptor-like protein kinase 37 (Cysteine-rich RLK37) (EC 2.7.11.-)	CRK37 At4g04500 T26N6.11
Q9LZ13	Q9LZ13_ARATH	unreviewed	Uncharacterized protein F9G14_30	F9G14_30 At5g02720
Q9FHD8	GT20_ARATH	reviewed	Probable xyloglucan galactosyltransferase GT20 (EC 2.4.1.-) (Glycosyltransferase 20) (AtGT20)	GT20 At5g41250 K1O13.4
Q8VZQ4	2AB2C_ARATH	reviewed	Probable serine/threonine protein phosphatase 2A regulatory subunit B''gamma (AtB''gamma) (Serine/threonine protein phosphatase 2A regulatory subunit B''beta 2 isoform) (AtB''beta 2) (PP2A, B'' subunit, beta 2 isoform)	B''GAMMA At5g28900 F7P1.80
Q5QIT3	2AB2B_ARATH	reviewed	Serine/threonine protein phosphatase 2A regulatory subunit B''beta (AtB''beta) (Serine/threonine protein phosphatase 2A regulatory subunit B'' beta 1 isoform) (PP2A, B'' subunit, beta 1 isoform)	B''BETA At5g28850 F7P1.30
Q9SLI8	2AB2D_ARATH	reviewed	Probable serine/threonine protein phosphatase 2A regulatory subunit B''delta (AtB''delta)	B''DELTA At1g54450 F20D21.27
B9DHZ7	B9DHZ7_ARATH	unreviewed	AT3G14040 protein (Fragment)	At3g14040
O65401	O65401_ARATH	unreviewed	Polygalacturonase	PGA2
Q39094	Q39094_ARATH	unreviewed	Exopolygalacturonase	
Q8W4P2	Q8W4P2_ARATH	unreviewed	Polygalacturonase; pectinase	At3g14060 At3g14060/MDC16.18
Q9LVJ4	Q9LVJ4_ARATH	unreviewed	Pectin lyase-like superfamily protein (Polygalacturonase pectinase)	At3g14040
P49063	PGLR2_ARATH	reviewed	Exopolygalacturonase clone GBGA483 (ExoPG) (EC 3.2.1.67) (Galacturan 1,4-alpha-galacturonidase) (Pectinase)	At3g07850 F17A17.19
Q9SKG5	SERK4_ARATH	reviewed	Somatic embryogenesis receptor kinase 4 (AtSERK4) (EC 2.7.10.1) (EC 2.7.11.1) (Protein BAK1-like 1) (AtBKK1) (Somatic embryogenesis receptor-like kinase 2)	SERK4 BKK1 At2g13790 F13J11.14
Q8RX04	Q8RX04_ARATH	unreviewed	Pectin lyase-like superfamily protein	At5g49215
Q8LAH5	Q8LAH5_ARATH	unreviewed	Palmitoyl-protein thioesterase-like	
Q93Y57	Q93Y57_ARATH	unreviewed	Putative palmitoyl-protein thioesterase	At3g60340
Q9LY31	Q9LY31_ARATH	unreviewed	AT3G60340 protein (Alpha/beta-Hydrolases superfamily protein) (Palmitoyl-protein thioesterase-like) (Putative palmitoyl-protein thioesterase)	F27H5_130 At3g60340 T8B10.2
Q8GYY3	Q8GYY3_ARATH	unreviewed	Pathogenesis-related thaumatin superfamily protein (Putative thaumatin)	At4g38670 At4g38670/F20M13_230 T9A14.1
Q9SZP5	Q9SZP5_ARATH	unreviewed	Putative thaumatin-like protein	F20M13.230 At4g38670
A8MS42	A8MS42_ARATH	unreviewed	Pathogenesis-related thaumatin superfamily protein	At4g38670 T9A14.1
Q5MFV8	PME5_ARATH	reviewed	Pectinesterase 5 (PE 5) (EC 3.1.1.11) (Pectin methylesterase 5) (AtPME5) (Pectin methylesterase 67) (AtPME67) (Protein VANGUARD 1)	PME5 ARATH67 VGD1 At2g47040 F14M4.13
O80722	PME4_ARATH	reviewed	Pectinesterase 4 (PE 4) (EC 3.1.1.11) (Pectin methylesterase 18) (AtPME18) (Pectin methylesterase 4) (AtPME4) (VANGUARD1-like protein 1) (VGD1-like protein 1)	PME4 ARATH18 VGDH1 At2g47030 F14M4.14
O65258	BAM2_ARATH	reviewed	Beta-amylase 2, chloroplastic (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase) (Beta-amylase 9)	BAM2 BMY9 At4g00490 F6N23.1
Q9STL5	CEP3_ARATH	reviewed	KDEL-tailed cysteine endopeptidase CEP3 (EC 3.4.22.-)	CEP3 At3g48350 T29H11.130
Q0V805	Q0V805_ARATH	unreviewed	At1g21090 (Cupredoxin superfamily protein)	At1g21090 T22I11.8 T22I11_8
Q56YX2	Q56YX2_ARATH	unreviewed	Uncharacterized protein At1g21090	At1g21090
Q67ZY6	Q67ZY6_ARATH	unreviewed	Uncharacterized protein At1g21090 (Fragment)	At1g21090
Q8LFM9	Q8LFM9_ARATH	unreviewed	Uncharacterized protein	
Q9LPU4	Q9LPU4_ARATH	unreviewed	T22I11.8	T22I11.8
Q39131	LAML_ARATH	reviewed	Lamin-like protein	At5g15350 F8M21_240
Q945Q1	CYT1_ARATH	reviewed	Cysteine proteinase inhibitor 1 (AtCYS-1)	CYS1 CYS At5g12140 MXC9.10
Q9FG35	TBR_ARATH	reviewed	Protein trichome birefringence	TBR At5g06700 MPH15.5
Q9LHL6	TBL1_ARATH	reviewed	Protein trichome birefringence-like 1	TBL1 At3g12060 MEC18.19 T21B14.12
Q9C7U5	E132_ARATH	reviewed	Glucan endo-1,3-beta-glucosidase 2 (EC 3.2.1.39) ((1->3)-beta-glucan endohydrolase 2) ((1->3)-beta-glucanase 2) (Beta-1,3-endoglucanase 2) (Beta-1,3-glucanase 2)	At1g66250 T6J19.7
Q08A62	Q08A62_ARATH	unreviewed	At1g66250	
Q3EBA4	Q3EBA4_ARATH	unreviewed	Concanavalin A-like lectin family protein	At3g09035
Q01908	ATPG1_ARATH	reviewed	ATP synthase gamma chain 1, chloroplastic (F-ATPase gamma subunit 1)	ATPC1 At4g04640 T19J18.4
B9DI66	B9DI66_ARATH	unreviewed	AT4G04640 protein (Fragment)	At4g04640
Q9SUI9	Q9SUI9_ARATH	unreviewed	ATP synthase gamma chain, chloroplast (EC 3.6.1.34) (Fragment)	atpC1
Q9LRL1	CRR26_ARATH	reviewed	Cysteine-rich repeat secretory protein 26	CRRSP26 At3g21970 MZN24.14
O22808	LYK5_ARATH	reviewed	Protein LYK5 (LysM domain receptor-like kinase 5) (LysM-containing receptor-like kinase 5)	LYK5 At2g33580 F4P9.35
Q9SV73	GILT_ARATH	reviewed	Gamma-interferon-responsive lysosomal thiol protein (AtGILT)	GILT At4g12960 F25G13.50
O22911	O22911_ARATH	unreviewed	At2g47370 (Calcium-dependent phosphotriesterase superfamily protein)	At2g47370 T8I13.21
Q84X26	Q84X26_ARATH	unreviewed	Uncharacterized protein At2g47370/T8I13.21	At2g47370/T8I13.21
Q84X25	Q84X25_ARATH	unreviewed	Uncharacterized protein At2g47370/T8I13.21	At2g47370/T8I13.21
C0LGJ9	Y2278_ARATH	reviewed	Probable LRR receptor-like serine/threonine-protein kinase At2g02780 (EC 2.7.11.1)	At2g02780 T20F6.8
Q9SXC9	MNS5_ARATH	reviewed	Alpha-mannosidase I MNS5 (EC 3.2.1.-)	MNS5 At1g27520 T17H3.2
Q84JV2	Q84JV2_ARATH	unreviewed	Early nodulin-like protein 4 (Putative nodulin)	ENODL4 AtENODL4 early nodulin-like protein 4 At4g32490 F8B4.190 F8B4_190
Q9SUU3	Q9SUU3_ARATH	unreviewed	Nodulin-like protein	F8B4.190 At4g32490
Q8VY88	LTD_ARATH	reviewed	Protein LHCP TRANSLOCATION DEFECT (Protein GRANA-DEFICIENT CHLOROPLAST 1)	LTD GDC1 At1g50900 F8A12.12
Q93ZR8	RRT2_ARATH	reviewed	Rhamnogalacturonan I rhamnosyltransferase 1 (EC 2.4.1.351) (O-fucosyltransferase 21) (O-FucT-21) (O-fucosyltransferase family protein)	RRT2 OFUT21 At3g02250 F14P3.10
Q4V398	RRT1_ARATH	reviewed	Rhamnogalacturonan I rhamnosyltransferase 1 (EC 2.4.1.351) (O-fucosyltransferase 34) (O-FucT-34) (O-fucosyltransferase family protein)	RRT1 OFUT34 At5g15740 F14F8.120
Q9FFG6	Q9FFG6_ARATH	unreviewed	AT5g05480/MOP10_2 (Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A protein)	MOP10.2 MOP10_2 At5g05480
Q9C5C2	BGL37_ARATH	reviewed	Myrosinase 2 (EC 3.2.1.147) (Beta-glucosidase 37) (AtBGLU37) (Sinigrinase 2) (Thioglucosidase 2)	TGG2 BGLU37 At5g25980 T1N24.18
F4I3V3	LRL15_ARATH	reviewed	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.5 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-1.5)	LRK10L-1.5 At1g69910 T17F3.6
Q9ZV84	Q9ZV84_ARATH	unreviewed	F9K20.30 protein (Fragment)	F9K20.30
Q9SYL6	GGH1_ARATH	reviewed	Gamma-glutamyl hydrolase 1 (AtGGH1) (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)	GGH1 At1g78660 T30F21.1
Q9SXC4	IRX9H_ARATH	reviewed	Probable beta-1,4-xylosyltransferase IRX9H (EC 2.4.2.-) (Protein IRREGULAR XYLEM 9 homolog) (Xylan xylosyltransferase IRX9H)	IRX9H At1g27600 T17H3.10 T22C5.4
Q9SSE8	GLYT1_ARATH	reviewed	Probable glycosyltransferase At3g07620 (EC 2.4.-.-)	At3g07620 MLP3.7
Q9SL43	MSRA5_ARATH	reviewed	Peptide methionine sulfoxide reductase A5 (AtMSRA5) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase) (Protein-methionine-S-oxide reductase)	MSRA5 At2g18030 T27K22.10
Q84VY4	Q84VY4_ARATH	unreviewed	At5g42860	
Q9FMN3	Q9FMN3_ARATH	unreviewed	Emb|CAB53482.1 (Late embryogenesis abundant protein, group 2)	MBD2.5 MBD2_5 At5g42860
O23038	PME8_ARATH	reviewed	Probable pectinesterase 8 (PE 8) (EC 3.1.1.11) (Pectin methylesterase 2) (AtPME2) (Pectin methylesterase 8) (AtPME8)	PME8 ARATH2 At1g05310 YUP8H12.7
Q9LUN0	Q9LUN0_ARATH	unreviewed	At3g17670 (DnaJ/Hsp40 cysteine-rich domain superfamily protein)	ENA ENHANCER OF ATNSI ACTIVITY At3g17668 At3g17670
Q9FFI6	Q9FFI6_ARATH	unreviewed	Uncharacterized protein	
Q9LFC6	FRB1_ARATH	reviewed	Protein FRIABLE 1 (EC 2.4.1.-) (O-fucosyltransferase 33) (O-FucT-33) (O-fucosyltransferase family protein)	FRB1 OFUT33 At5g01100 F7J8.80
Q9LV60	CRR55_ARATH	reviewed	Cysteine-rich repeat secretory protein 55	CRRSP55 At5g48540 MJE7.18
P94040	GL31_ARATH	reviewed	Germin-like protein subfamily 3 member 1 (At-GERM1) (AtGER1) (AtGLP1)	GLP1 GER1 GLP3 At1g72610 F28P22.20
Q549N9	Q549N9_ARATH	unreviewed	Germin-like protein	
Q8VZ99	Q8VZ99_ARATH	unreviewed	Germin-like protein	At1g72610 At1g72610/F28P22.20
Q9FIG1	SBT4B_ARATH	reviewed	Subtilisin-like protease SBT4.11 (EC 3.4.21.-) (Subtilase subfamily 4 member 11) (AtSBT4.11)	SBT4.11 At5g59130 MNC17.4
Q9FIG3	Q9FIG3_ARATH	unreviewed	Similarity to serine protease (Subtilisin-like serine protease-like protein)	At5g59110
Q9FIM5	SBT49_ARATH	reviewed	Subtilisin-like protease SBT4.9 (EC 3.4.21.-) (Subtilase subfamily 4 member 9) (AtSBT4.9)	SBT4.9 At5g58840 K19M22.4
Q9LNC1	Q9LNC1_ARATH	unreviewed	Cysteine proteinases superfamily protein (F9P14.12 protein)	At1g06260 F9P14.12 F9P14_12
O65431	GALS3_ARATH	reviewed	Galactan beta-1,4-galactosyltransferase GALS3 (EC 2.4.1.-) (Beta-1,4-galactan synthase) (Galactan synthase 3)	GALS3 At4g20170 F1C12.90
Q8LEE9	FLA12_ARATH	reviewed	Fasciclin-like arabinogalactan protein 12	FLA12 At5g60490 MUF9.12
F4K5L5	TBL16_ARATH	reviewed	Protein trichome birefringence-like 16	TBL16 At5g20680 T1M15.80
Q56ZS5	Q56ZS5_ARATH	unreviewed	L-ascorbate oxidase	At3g13390
Q9LJF2	Q9LJF2_ARATH	unreviewed	L-ascorbate oxidase pectinesterase-like protein pollen-specific protein-like (Putative pectinesterase (Pectin methylesterase) family protein) (SKU5 similar 11)	sks11 SKU5 similar 11 At3g13390
Q9ZVV4	Q9ZVV4_ARATH	unreviewed	At1g55570/T5A14_1 (SKU5 similar 12) (T5A14.1 protein)	SKU5 similar 12 sks12 At1g55570 T5A14.1 T5A14_1
Q9LJF1	Q9LJF1_ARATH	unreviewed	AT3g13400/MRP15_3 (BNH protein pectinesterase-like protein pollen-secific protein-like) (Putative pollen-specific protein) (SKU5 similar 13)	sks13 SKU5 similar 13 At3g13400
C0LGG8	Y5343_ARATH	reviewed	Probable LRR receptor-like serine/threonine-protein kinase At1g53430 (EC 2.7.11.1)	At1g53430 T3F20.25
Q9LDG2	TBL10_ARATH	reviewed	Protein trichome birefringence-like 10	TBL10 At3g06080 F24F17.6 F28L1.1
O81890	O81890_ARATH	unreviewed	At4g33740	T16L1.230 At4g33740
